id,TARGET
EK202310003556,137.5631245751466
EK202310170625,163.96394140331
EK202310167359,164.6299305678313
EK202310118370,136.28540581475545
EK202320006361,144.06171395402617
EK202310003542,134.28380802291707
EK202310125266,138.45428198038258
EK202310144740,126.94090793299351
EK202310137443,139.00864170997738
EK202310159067,152.65567320109497
EK202310245067,129.61376365501866
EK202310240556,137.63057588574014
EK202310166743,144.2038016166422
EK202310247454,124.5003859231092
EK202310215702,161.72278343303884
EK202310142190,164.9429122134284
EK202310205417,138.684012247394
EK202310119601,130.1971881604051
EK202310190356,131.77225975885582
EK202310158758,136.43833035285408
EK202310145496,126.61940083810808
EK202310164763,139.59496263859532
EK202310200188,128.293987903733
EK202310238803,175.85782584792602
EK202320005607,163.60639536857872
EK202310225681,136.85038787748084
EK202310127174,134.23931792193386
EK202310204317,152.271069338879
EK202310179355,117.65389570186149
EK202310176524,154.64469670387336
EK202310237228,123.93914155258786
EK202310172549,173.551570034013
EK202310168863,130.07399239701823
EK202310185904,156.06459475871546
EK202310133615,180.91359932389983
EK202310122063,131.13449148842324
EK202310121770,147.72968814505046
EK202310125590,131.9826042196359
EK202310172269,140.88865023059137
EK202310147894,136.741313545231
EK202310137986,134.98680527724642
EK202310150838,141.45272360727066
EK202310104915,117.71310972570336
EK202310170090,119.5328647741191
EK202310165637,134.97203080306795
EK202310134467,130.51268397313376
EK202310182637,184.9080353724977
EK202310112116,152.6508510650419
EK202310241220,161.9619834994212
EK202310103801,146.63346879368308
EK202310177448,124.3041582134725
EK202310157860,182.2015889018756
EK202310211985,137.2959047281928
EK202310232907,127.71216402871444
EK202310162917,143.63928774783741
EK202310211786,125.05652117326461
EK202310132171,143.71814038635435
EK202310153694,151.9360866110824
EK202310174960,165.76045554352478
EK202310121096,137.65423464513808
EK202310222475,117.67436462233931
EK202310146254,152.20519297836998
EK202310111466,137.3009240376422
EK202310004385,186.0639397047634
EK202310108961,137.4617729061621
EK202310203170,137.49162512227022
EK202310161424,197.14596251884868
EK202310206583,143.23076756806515
EK202310138840,127.1437549343326
EK202310221976,142.5829503553654
EK202310143972,125.16490525849082
EK202310175420,135.4042850823247
EK202310227655,142.5462201520078
EK202310163389,133.32915264679664
EK202310239480,138.14422584349384
EK202310146467,140.18359730301876
EK202310162597,138.18619911445273
EK202310194862,134.03156798827584
EK202310152448,146.71379564917228
EK202310245431,135.46244556231622
EK202310206822,192.3612170557232
EK202310166559,157.62038037793263
EK202310221701,161.37720877758272
EK202310231403,121.13454475043143
EK202310156027,137.6958791400383
EK202310135956,136.02966127045212
EK202310183176,122.48853718784707
EK202310206055,189.79908861970415
EK202310167360,135.1879063079711
EK202310142701,138.75796732774327
EK202310156629,190.55721517773767
EK202310241352,148.19263857413603
EK202310123587,147.49374518807556
EK202310003639,154.62759330465818
EK202310158269,143.5899641388592
EK202320007090,142.60736026594188
EK202310111707,129.20921359490697
EK202310104096,143.75364956341295
EK202310235404,121.34320939783827
EK202310108783,131.62162089267292
EK202310116298,131.35697745764762
EK202310156281,174.74090626475245
EK202310164483,131.233834689081
EK202310108212,113.7642245917948
EK202310233950,143.89837645862931
EK202310157041,122.57876924550114
EK202310104522,134.5839959496436
EK202310175972,155.47379061448612
EK202310225965,139.4664092181773
EK202310138403,122.37245948131185
EK202310234452,127.93674399375432
EK202310104614,154.76829655656152
EK202310117970,131.35297428500397
EK202310128727,126.00429125697104
EK202310190230,138.54759176001573
EK202310201465,152.1420489611169
EK202310197534,193.32219541200436
EK202310171846,129.04685541074815
EK202310193751,145.86850719679026
EK202310242967,140.69676038284578
EK202310112852,162.1992043563057
EK202310132804,129.40066089778205
EK202310127612,126.42505413839149
EK202310136082,188.11549967221507
EK202310186665,153.4794247795266
EK202310156519,126.21524171298572
EK202310108430,140.5185683998248
EK202310164930,139.96977896207275
EK202310153971,154.69520349021084
EK202310129412,139.5503329757665
EK202310124383,116.4686386318579
EK202310215858,149.24418021198653
EK202310104131,146.9696126977765
EK202310185040,140.350646874804
EK202310119251,141.43363447877041
EK202310191724,147.75277596695963
EK202310149922,130.7788620075755
EK202310176193,128.65441845996105
EK202310204311,159.97320481228067
EK202310248324,153.75012874104465
EK202310120496,131.62298034446536
EK202310233548,125.53070908748083
EK202310219178,144.76898554202504
EK202310114723,143.14837935194737
EK202310185832,174.1460772431455
EK202310106587,166.82404790906338
EK202310239252,128.7810434904696
EK202310208710,137.4943806422261
EK202310244056,123.31034901240855
EK202310223702,126.1046444020753
EK202310236969,127.62039578432906
EK202310196070,145.4819894192223
EK202310227710,141.00192437878107
EK202310119702,148.2849807917895
EK202310143351,137.81283660411586
EK202310144967,143.355954350097
EK202310207097,138.89435602760173
EK202310193281,126.05671888952348
EK202310223068,136.18779011057202
EK202310158743,119.45221618212024
EK202310142353,129.27096761278727
EK202310154024,173.93889128969062
EK202310136326,133.28897859434008
EK202320006526,149.7152414989195
EK202310240160,123.79981221189655
EK202310230270,134.94152709028648
EK202310209591,124.71655623789599
EK202310201937,140.13054409582375
EK202310138686,147.7531826103086
EK202310125946,147.7211973073825
EK202310112949,142.60670159419578
EK202310128660,161.07016009503954
EK202310223565,146.12509820491098
EK202310155372,160.90876924307577
EK202310229467,134.18780578236309
EK202310232289,142.19527550210992
EK202310142439,158.44450261419254
EK202310128595,132.01583755398138
EK202310228661,122.80732508177833
EK202310220811,122.67157047354125
EK202310104677,150.762369142626
EK202310108708,134.97938154857502
EK202310235044,134.14154807653006
EK202310141363,143.56080984159826
EK202310174855,152.43114093648043
EK202310154755,142.03904304554194
EK202310157326,135.639274607392
EK202310228659,136.54574705619422
EK202310215026,171.06775414801552
EK202310177129,146.34942593120905
EK202310178830,162.2147235548591
EK202310222959,126.71605534538455
EK202320007347,135.11606788258462
EK202310153807,151.75594990432273
EK202310165563,158.47934777431664
EK202310240070,114.58750566868166
EK202310171642,136.0587004664414
EK202310221419,131.47741639764453
EK202310210258,140.99711147959403
EK202310108225,145.67398947839996
EK202310156515,135.50387563944568
EK202320006021,169.8091906216001
EK202310214746,159.8509376767439
EK202310166648,148.6059234162286
EK202310243041,152.94409765232876
EK202310227731,123.04557539962495
EK202310118513,125.6796459994825
EK202310240129,147.31187723995794
EK202310140813,145.96014056958606
EK202310181628,143.8975473643399
EK202310126085,133.6638651886036
EK202310246101,143.11562876156435
EK202310113312,141.32538266686907
EK202310217968,132.41748224516945
EK202310213114,136.8148540447664
EK202310219800,140.053548551759
EK202310184495,146.75829618822198
EK202310119316,122.6314485326463
EK202310180007,148.89955772299845
EK202310199156,137.31379182916555
EK202310177234,158.80244288861388
EK202310226743,140.493551240964
EK202310189141,144.83693132363754
EK202320006005,152.60928168851706
EK202310227823,142.49024723355348
EK202310174022,156.91703491918656
EK202310134374,139.48218001876643
EK202310200180,130.57834471211982
EK202310161433,157.62078869933157
EK202310121700,140.69588548589442
EK202310237451,139.259226162893
EK202310192827,149.5925091919309
EK202310160428,163.5724858140287
EK202310205223,136.26043782025516
EK202310111659,166.6278254590437
EK202310218773,146.0112797220408
EK202310161247,130.83404067896956
EK202310109618,147.98749353965397
EK202310155619,126.55245159896725
EK202310135096,162.12616178583906
EK202310188704,151.3978460643398
EK202310198311,153.04505296320409
EK202310138345,131.4384903278525
EK202310187653,136.97977740207
EK202310223676,158.6183848033032
EK202310165688,134.65774708209588
EK202310104779,139.77915185653222
EK202320007241,160.87749717696025
EK202310247012,122.39241807023572
EK202310115649,132.77193891799277
EK202310158687,136.18958976156043
EK202310139898,144.95215680305694
EK202310183012,138.40962018059366
EK202310189323,181.21363034540778
EK202310236084,150.77881253233505
EK202310187745,152.74326847669158
EK202310213754,147.4729780732304
EK202310207691,119.31919559179128
EK202310213360,136.56735772634883
EK202310134511,125.42585065972293
EK202310162421,143.4940977719193
EK202310137854,138.43694535011699
EK202310150901,145.12197913578547
EK202310114810,130.58524011692944
EK202310110564,144.27365217563974
EK202310188498,109.0083662043632
EK202310122137,147.18024104276117
EK202310234827,138.30627526061016
EK202310123845,160.32676519131434
EK202310117679,144.72271825909397
EK202310226733,139.85771314469244
EK202310146806,140.04624709606173
EK202310186532,141.8234111220361
EK202310198523,125.0732981930207
EK202310169242,127.67550062587851
EK202310189605,166.07837821811356
EK202310177460,148.37956152968982
EK202310156053,150.14295933276063
EK202310138997,136.56201162293573
EK202310231114,135.10548769484348
EK202310147763,136.0966437904278
EK202310119709,146.37337411984518
EK202310121129,155.15807507439226
EK202310137901,140.2570412499018
EK202310144077,139.76975174502036
EK202310110337,124.43888660881592
EK202310184408,131.32879197592513
EK202310215841,125.16866875323313
EK202310157214,157.7195732573091
EK202310193140,138.5706448189147
EK202310216105,133.54922376790458
EK202310246420,132.80109010574097
EK202310118424,125.80148599905147
EK202310144290,143.55733906124132
EK202310236171,138.7080698210998
EK202310161913,145.07202894664235
EK202310116195,140.57051141010982
EK202310140252,127.4968057410121
EK202310238025,147.5461957053917
EK202310146861,134.29159328866865
EK202310125756,135.43727336345754
EK202310211082,141.76643542653017
EK202310202590,131.8881954514676
EK202310212292,129.44231351298268
EK202310151188,145.41859530825488
EK202310186431,176.97582579040238
EK202310197054,146.74223161395616
EK202310229535,133.301144577091
EK202310237693,123.14776636279696
EK202310127899,132.60965134769424
EK202310125513,136.72759015705037
EK202310143417,157.85230471509524
EK202310114922,152.40855097172837
EK202310185011,135.4227786055463
EK202310157380,141.4541249152967
EK202310242841,131.452852168627
EK202310128764,129.72184766064203
EK202310160302,122.80825031786567
EK202310132265,134.08217561554886
EK202310142152,135.95795621834853
EK202310184138,142.32081928837886
EK202310218922,162.2012441174085
EK202310105732,136.1814016148574
EK202310202421,139.84609786020624
EK202310204745,126.3262697197462
EK202310231651,137.48616301918037
EK202310206373,143.89872279527395
EK202310231327,132.3411831938872
EK202310129440,139.85515081274158
EK202310229405,151.18868101869566
EK202310233561,131.53691236827098
EK202310141433,146.9813952132574
EK202310164651,152.67199942025294
EK202310201935,142.29752796145263
