id,TARGET
EK202310003556,139.6016400082226
EK202310170625,168.6203316626852
EK202310167359,156.0313338026026
EK202310118370,137.81621676366194
EK202320006361,137.98884776149498
EK202310003542,136.35318057371478
EK202310125266,140.7682479645955
EK202310144740,133.78929433913436
EK202310137443,134.92646429449087
EK202310159067,154.747499910256
EK202310245067,129.55823383815732
EK202310240556,137.49157176156587
EK202310166743,144.728048848483
EK202310247454,118.82035377914872
EK202310215702,169.34158350928192
EK202310142190,163.08264707779745
EK202310205417,143.0887345565934
EK202310119601,117.73418622253666
EK202310190356,135.22604561016487
EK202310158758,138.6976005940087
EK202310145496,130.46255625678168
EK202310164763,142.86090788736328
EK202310200188,128.3884033202994
EK202310238803,181.9349741287515
EK202320005607,165.15146702477068
EK202310225681,138.6823481725296
EK202310127174,130.31388031844835
EK202310204317,152.53536884383357
EK202310179355,117.98724756311276
EK202310176524,153.9747890069557
EK202310237228,118.40444710873271
EK202310172549,175.81098058741918
EK202310168863,133.95543250922492
EK202310185904,151.34823524727108
EK202310133615,173.5893480326995
EK202310122063,123.86280989616353
EK202310121770,149.3696577361261
EK202310125590,132.09028872063936
EK202310172269,138.20116528587823
EK202310147894,139.64457551119995
EK202310137986,138.53058807944763
EK202310150838,144.22893689747434
EK202310104915,117.76742623977043
EK202310170090,119.06039257421071
EK202310165637,130.2195853867379
EK202310134467,132.26542917703046
EK202310182637,179.14648935817968
EK202310112116,157.16359364088567
EK202310241220,155.472040928973
EK202310103801,154.271279690729
EK202310177448,123.12711348721496
EK202310157860,182.85079359833617
EK202310211985,138.777769735927
EK202310232907,129.5072591795033
EK202310162917,142.12059515828878
EK202310211786,121.73819167093461
EK202310132171,143.90763992063148
EK202310153694,155.23430906461726
EK202310174960,163.71089810964622
EK202310121096,130.08502865763876
EK202310222475,115.0755265494663
EK202310146254,147.42687419117283
EK202310111466,133.3366040125038
EK202310004385,180.9268832150483
EK202310108961,140.55250703945057
EK202310203170,137.3319277476403
EK202310161424,188.69135466375155
EK202310206583,143.74790668386413
EK202310138840,129.3557971839109
EK202310221976,137.52486379532638
EK202310143972,120.21722442345344
EK202310175420,137.89130507686787
EK202310227655,139.491239769377
EK202310163389,131.94779248166742
EK202310239480,140.35978152944153
EK202310146467,143.00962862191955
EK202310162597,138.60654302746116
EK202310194862,137.2318618573554
EK202310152448,150.97822910663672
EK202310245431,126.84198887507955
EK202310206822,190.0130608786203
EK202310166559,150.99830741224287
EK202310221701,157.442015668581
EK202310231403,130.57804063212825
EK202310156027,136.34455183923274
EK202310135956,145.75661699444754
EK202310183176,126.14119518928783
EK202310206055,191.41571031650528
EK202310167360,133.90385819567746
EK202310142701,141.05639571437496
EK202310156629,182.6219178250103
EK202310241352,147.96497004468984
EK202310123587,148.1163465210193
EK202310003639,157.20457751575304
EK202310158269,149.65242183874216
EK202320007090,138.7758036303785
EK202310111707,130.65447500383743
EK202310104096,147.48069106807816
EK202310235404,118.15706034946197
EK202310108783,121.8130243727428
EK202310116298,130.396573028891
EK202310156281,172.25556387047254
EK202310164483,127.60633475498616
EK202310108212,114.91264398006751
EK202310233950,145.042891050427
EK202310157041,124.0294203995436
EK202310104522,133.7091354988661
EK202310175972,156.44821151842916
EK202310225965,143.10026558458776
EK202310138403,125.16945692145237
EK202310234452,123.81244485829666
EK202310104614,153.8462674113107
EK202310117970,130.24304219026817
EK202310128727,123.94778823924571
EK202310190230,138.0027087637427
EK202310201465,150.17156391096796
EK202310197534,189.81785952580685
EK202310171846,123.61480279366515
EK202310193751,148.331384300036
EK202310242967,143.74839591480122
EK202310112852,164.84316969433712
EK202310132804,129.77877427062776
EK202310127612,130.16743195716845
EK202310136082,182.7227031842558
EK202310186665,157.35342157757987
EK202310156519,122.64186330144003
EK202310108430,140.8323591753142
EK202310164930,143.8570891545969
EK202310153971,163.54211665484763
EK202310129412,147.8432832394028
EK202310124383,121.01008561624622
EK202310215858,153.59980971022014
EK202310104131,148.1207179898338
EK202310185040,141.03606708122243
EK202310119251,137.91842887568782
EK202310191724,154.71364925819216
EK202310149922,129.611234628057
EK202310176193,131.58800055410393
EK202310204311,162.81140373030212
EK202310248324,152.55993700629915
EK202310120496,131.5878107102326
EK202310233548,129.50061774395726
EK202310219178,144.78770834754687
EK202310114723,126.33211535627197
EK202310185832,170.57904770338791
EK202310106587,175.8307750851891
EK202310239252,127.04444602594594
EK202310208710,129.79350142877956
EK202310244056,124.95255829559028
EK202310223702,125.62055944896565
EK202310236969,127.28671214848873
EK202310196070,146.3261497468775
EK202310227710,143.3325581147219
EK202310119702,149.01632540162973
EK202310143351,140.38970344571135
EK202310144967,140.8570747664926
EK202310207097,144.8183768384697
EK202310193281,132.7005586649102
EK202310223068,139.69638226155075
EK202310158743,119.05202686905977
EK202310142353,130.3284885580506
EK202310154024,177.55566009307222
EK202310136326,135.92801711948414
EK202320006526,154.57383449318877
EK202310240160,124.29707121116371
EK202310230270,135.9069220659585
EK202310209591,132.30471600205783
EK202310201937,139.53150681952684
EK202310138686,145.36571188005473
EK202310125946,154.47500166928512
EK202310112949,148.5798924563569
EK202310128660,151.0592211597177
EK202310223565,145.91975004460983
EK202310155372,156.28826213101274
EK202310229467,132.90605181218416
EK202310232289,144.96254338352446
EK202310142439,155.69142073457624
EK202310128595,136.63101474477298
EK202310228661,127.35333241654735
EK202310220811,132.11721337826748
EK202310104677,146.36526463314658
EK202310108708,132.89290925808018
EK202310235044,143.44831936898845
EK202310141363,144.1931936185938
EK202310174855,156.07792713231174
EK202310154755,143.15449084438296
EK202310157326,141.0344981641174
EK202310228659,141.19224980366562
EK202310215026,172.5068284293302
EK202310177129,146.48966039255902
EK202310178830,164.98266446340858
EK202310222959,122.75940633667778
EK202320007347,129.6518242596212
EK202310153807,154.4694920867696
EK202310165563,151.10039503496228
EK202310240070,111.3692789892084
EK202310171642,140.10837379773147
EK202310221419,132.30685900600656
EK202310210258,139.54045648134343
EK202310108225,144.9013641125348
EK202310156515,136.7689684229772
EK202320006021,180.95855162361113
EK202310214746,156.4319748009366
EK202310166648,148.25653150040307
EK202310243041,152.0683257228593
EK202310227731,121.57247371569247
EK202310118513,129.67589413011592
EK202310240129,148.43968998411583
EK202310140813,141.32756638046703
EK202310181628,147.03231541496643
EK202310126085,129.1206781448709
EK202310246101,144.27930337934959
EK202310113312,136.98791218113183
EK202310217968,133.4783569166466
EK202310213114,132.6266304282035
EK202310219800,141.18294088520634
EK202310184495,146.11720398369653
EK202310119316,122.61074265983189
EK202310180007,155.56024785651243
EK202310199156,136.74250106410182
EK202310177234,151.62941286239948
EK202310226743,142.82660997362836
EK202310189141,139.80844818242622
EK202320006005,175.20875490346225
EK202310227823,141.40964825778065
EK202310174022,156.95720274802443
EK202310134374,141.39067011803127
EK202310200180,129.99868297180365
EK202310161433,153.95985398791527
EK202310121700,136.18206743061455
EK202310237451,133.79188234233152
EK202310192827,151.87926985594822
EK202310160428,169.2768153081488
EK202310205223,131.54289697188506
EK202310111659,165.27719682100724
EK202310218773,147.17438242102799
EK202310161247,130.45450348846498
EK202310109618,143.47197137615876
EK202310155619,124.24607519751589
EK202310135096,173.13017097146803
EK202310188704,148.9157907314002
EK202310198311,168.4132711363127
EK202310138345,132.03752560299472
EK202310187653,126.5973178764325
EK202310223676,170.6864272610983
EK202310165688,131.729426022619
EK202310104779,140.06373936835007
EK202320007241,155.5585605665765
EK202310247012,125.49415791217325
EK202310115649,130.48851604472293
EK202310158687,137.3495929046985
EK202310139898,140.6506368378832
EK202310183012,141.3903733972693
EK202310189323,182.28965733150108
EK202310236084,152.93204330268782
EK202310187745,148.7078044718728
EK202310213754,142.44743625700357
EK202310207691,122.75585884008615
EK202310213360,138.3993338698201
EK202310134511,127.14545194878156
EK202310162421,154.72606694113347
EK202310137854,136.45115327226813
EK202310150901,141.2184458179181
EK202310114810,128.9900541105526
EK202310110564,140.59609374150023
EK202310188498,120.18008880518028
EK202310122137,149.95627100374986
EK202310234827,139.08483584552596
EK202310123845,161.4382231955824
EK202310117679,139.58648818293295
EK202310226733,144.17567327408324
EK202310146806,138.8933236511948
EK202310186532,143.7367592630835
EK202310198523,122.77213459157792
EK202310169242,131.05577545741107
EK202310189605,169.67098949869978
EK202310177460,151.10581166570773
EK202310156053,150.10935464391514
EK202310138997,133.15114002802147
EK202310231114,132.33921045505122
EK202310147763,140.18698540758487
EK202310119709,148.20570596256584
EK202310121129,148.24682548628334
EK202310137901,142.6480920769245
EK202310144077,142.31865372483298
EK202310110337,125.76639816454554
EK202310184408,134.13602161845483
EK202310215841,120.58110970863345
EK202310157214,164.2037563155027
EK202310193140,138.96154238061717
EK202310216105,136.1777517039518
EK202310246420,123.9803102989681
EK202310118424,129.56172397400223
EK202310144290,145.1133141573373
EK202310236171,141.340385689713
EK202310161913,146.16696207274072
EK202310116195,146.28161104102765
EK202310140252,131.3504308423726
EK202310238025,149.63491890914884
EK202310146861,123.39660205070686
EK202310125756,133.85621038781392
EK202310211082,138.5755411274149
EK202310202590,139.13756596667372
EK202310212292,137.15173626438627
EK202310151188,145.6575312432251
EK202310186431,173.6487753820329
EK202310197054,155.7116900599649
EK202310229535,130.83037791814422
EK202310237693,121.87268507845874
EK202310127899,141.21944503112172
EK202310125513,136.87285622192576
EK202310143417,156.10787647912366
EK202310114922,131.05651265153574
EK202310185011,140.21835511563404
EK202310157380,146.19083540386782
EK202310242841,131.8862299843604
EK202310128764,123.61092589359032
EK202310160302,117.37815782111284
EK202310132265,134.30249468666443
EK202310142152,130.13729536721075
EK202310184138,146.73823066587647
EK202310218922,161.10165163764032
EK202310105732,133.61988570263202
EK202310202421,140.69232027572434
EK202310204745,132.6511204768758
EK202310231651,128.09464101497724
EK202310206373,142.0387049383935
EK202310231327,134.5729964427519
EK202310129440,144.15354679933807
EK202310229405,148.0222008789351
EK202310233561,133.90581404774275
EK202310141433,152.46390353996685
EK202310164651,151.50314980081748
EK202310201935,139.8212031163639
EK202310184574,118.54159497842193
EK202310223915,150.74863798688602
EK202310200908,165.09980833929876
EK202310128941,146.83140330854076
EK202310186952,136.93182662886102
EK202310193974,157.87953610393015
EK202310169879,173.39142733968765
EK202310172093,140.86579832928692
EK202310184529,126.21007095061213
EK202310230089,138.9539563065846
EK202310181118,159.49385311227525
EK202310204225,147.45870767933957
EK202310112100,158.16446181417996
EK202310222373,153.49236242170446
EK202310182126,147.70779621742986
EK202310169072,136.51704147548298
EK202310203100,178.05802300892537
EK202310228065,152.97334519842116
EK202310003374,131.27587816346932
EK202310231993,138.67340857789532
EK202310166999,125.69328498618415
EK202310113561,156.12037578706804
EK202310150384,147.00025883210037
EK202310204151,137.6322442601595
EK202310243179,159.44106152011227
EK202310229664,151.09023063640052
EK202310214850,135.42009319004865
EK202310203348,148.54420363254758
EK202310146725,139.7929002485107
EK202310134763,139.0759103367527
EK202310145729,166.01946291682543
EK202310246535,137.25362722479622
EK202310141577,121.50547870080482
EK202310216160,126.81553402099235
EK202310116782,139.0883651897384
EK202310211327,148.65788062429783
EK202310204090,138.69287694942614
EK202310175898,149.59466872276244
EK202310226259,148.12919983606844
EK202310151274,156.5403404630997
EK202310154215,144.09230268692772
EK202310174277,144.79337085977022
EK202320006496,158.93919367471972
EK202310141969,149.47554144400056
EK202320005622,130.70569929485646
EK202310157093,150.6655295845485
EK202310139909,127.77155440677598
EK202310209908,135.70610634722834
EK202310218730,129.6256916277198
EK202310229718,122.69440242418932
EK202310111615,150.5492467293443
EK202310138168,127.29908723610424
EK202310162118,160.39147587052867
EK202310164185,143.05462166179495
EK202310123341,145.65839677952317
EK202310154152,121.71718150060042
EK202310169662,142.46331623767037
EK202310195289,141.17633594388462
EK202310247758,180.24391660110996
EK202310223580,139.61551259572298
EK202310104690,151.28603258676594
EK202310234439,130.75972607470612
EK202310225052,179.7121255869206
EK202310139674,157.46204400686838
EK202310186662,136.42911460659525
EK202310198339,148.62447458838142
EK202310219978,132.22222979881917
EK202310205279,141.63456824448076
EK202310241147,155.66696349787526
EK202310225981,173.11416657353402
EK202310168112,168.9643474838158
EK202310226106,143.5165055861653
EK202310116095,129.60796039953857
EK202310114593,142.62509436013352
EK202310175636,123.86430706414103
EK202310117905,149.80383351083583
EK202310200614,162.11897274699004
EK202310137390,148.54585972124187
EK202310196458,150.08938354278507
EK202310212839,155.7724681599866
EK202310149449,152.43132967920246
EK202310172721,144.67958642057783
EK202310133382,135.77862435553106
EK202310171991,146.51320628397661
EK202310178147,148.70487710535963
EK202310210822,130.223573347801
EK202310169958,142.43420848221285
EK202310216612,129.85074549571436
EK202310190351,143.9581482454887
EK202310128333,138.0449366995599
EK202310156052,154.04811316392443
EK202310207300,132.9652584988653
EK202310148098,142.30043253408076
EK202310236834,151.6760227005725
EK202310206502,138.67328966546484
EK202310232490,128.26621648150467
EK202310115920,137.3104445937497
EK202310155557,139.0929448043098
EK202310118792,159.23222658668965
EK202310213449,140.20190570006525
EK202310157956,149.3407726310179
EK202310202461,139.29899549031688
EK202310210080,165.95616360470012
EK202310123713,149.540019998145
EK202310138636,145.28449999212899
EK202310197194,131.50569454619108
EK202310136131,176.41146273769118
EK202310194280,141.53112411417533
EK202310144073,172.25189179601875
EK202310196767,162.74166451519704
EK202310152659,135.7222902854337
EK202310119318,125.51802583593235
EK202310175079,157.07104168141086
EK202310246973,137.86341114184324
EK202310177069,138.18890362256934
EK202310228915,127.58458344458631
EK202310237967,141.02441127567
EK202310004766,143.24030679558928
EK202310197580,185.26283496837277
EK202310163370,145.37296447240806
EK202310126258,128.70364526288904
EK202320006245,145.33622069945704
EK202310214455,137.20897422527196
EK202310225077,173.93227455750457
EK202310121345,124.08017668165121
EK202310118753,121.53770472273027
EK202310209148,153.68761042145343
EK202310235651,125.71881604633381
EK202310195584,178.63246241191518
EK202310131541,142.09465758792066
EK202310167958,166.59297845311812
EK202310232848,129.47075144124392
EK202310112373,139.46934348093782
EK202310247588,144.91138957991643
EK202310124781,136.8585608591602
